0,0
27,0
53,0
61,0
64,0
125,0
148,0
162,0
175,0
179,0
265,0
304,0
338,0
354,0
360,0
403,0
408,0
515,2
546,0
591,0
675,0
708,2
739,0
767,1
788,2
810,2
867,2
907,0
918,2
922,2
925,2
947,2
982,2
984,2
990,2
1014,0
1030,0
1039,0
1132,0
1140,0
1175,0
1194,0
1223,0
1226,0
1231,0
1254,0
1262,2
1298,2
1314,0
1331,0
1342,0
1345,0
1364,0
1442,0
1552,0
1617,0
1623,0
1624,0
1670,0
1686,0
1694,0
1724,0
1750,0
1753,0
1754,0
1757,0
1762,0
1772,0
1796,0
1816,0
1821,0
1825,0
1894,0
1942,0
1966,0
2028,0
2062,0
2067,0
2068,0
2082,0
2116,0
2254,0
2294,0
2331,0
2344,0
2355,0
2382,0
2393,0
2397,0
2423,0
2440,0
2481,0
2494,0
2497,0
2546,2
2552,0
2592,0
2645,0
2656,0
2667,0
