19,0
84,0
176,0
245,0
256,0
313,0
349,0
383,0
393,0
405,0
411,0
413,0
460,0
552,0
553,0
574,0
577,0
585,0
656,0
690,0
712,0
722,0
724,0
746,0
755,0
762,0
767,0
786,0
793,0
829,0
830,0
863,0
873,0
902,0
962,0
1015,0
1017,0
1032,0
1035,0
1056,0
1057,0
1077,0
1104,0
1224,0
1246,0
1259,0
1289,0
1340,0
1373,0
1374,0
1394,0
1404,0
1446,0
1489,0
1492,0
1523,0
1527,0
1536,0
1540,0
1556,0
1623,0
1657,0
1688,0
1747,0
1750,0
1767,0
1801,0
1818,0
1828,0
1832,0
1845,0
1854,0
1907,0
1909,0
1958,0
1960,0
1973,0
2000,0
2029,0
2072,0
2110,0
2116,0
2183,0
2243,0
2254,0
2259,0
2318,0
2358,0
2385,0
2433,0
2476,0
2481,2
2541,0
2552,0
2553,0
2565,0
2585,0
2601,0
2666,0
2673,0
