3,0
8,0
15,0
61,0
82,0
153,0
185,0
190,0
224,0
236,0
368,0
372,0
387,0
423,2
438,2
470,0
490,0
495,0
539,0
579,0
591,0
598,0
666,0
683,0
685,0
691,0
703,0
805,0
806,0
838,0
847,0
880,2
912,2
919,2
920,2
966,2
1008,0
1030,0
1037,0
1077,0
1086,0
1103,0
1132,0
1136,0
1145,0
1148,0
1164,0
1170,0
1188,0
1246,0
1260,0
1320,0
1355,0
1371,0
1410,2
1413,2
1442,2
1461,2
1466,2
1504,2
1508,2
1532,2
1577,2
1581,2
1639,0
1650,0
1811,0
1835,0
1881,0
1890,2
1896,2
1900,2
1911,2
1967,0
1990,0
2001,0
2033,0
2047,0
2064,0
2083,0
2097,0
2201,0
2275,0
2287,2
2296,2
2310,0
2311,0
2312,0
2317,0
2320,0
2352,2
2394,2
2397,2
2415,2
2426,2
2434,2
2476,2
2500,2
2508,0
2535,0
