32,0
85,2
93,2
96,0
124,0
145,0
204,0
262,0
263,0
321,0
342,0
350,0
374,0
383,0
403,0
425,0
437,0
439,0
462,0
504,0
530,0
604,0
657,0
677,0
686,0
688,0
695,0
745,0
747,0
751,0
771,0
840,0
856,0
910,0
919,2
944,2
949,2
1027,0
1030,0
1059,0
1138,0
1184,0
1203,0
1267,0
1277,0
1310,0
1322,2
1345,0
1366,2
1433,0
1476,0
1477,0
1484,0
1533,0
1535,0
1580,0
1663,0
1707,2
1745,0
1768,0
1769,0
1770,0
1832,0
1835,0
1876,2
1887,0
1906,0
1915,0
2006,2
2028,2
2035,2
2037,0
2044,0
2045,0
2066,2
2103,0
2138,0
2144,0
2147,0
2160,0
2198,0
2199,0
2223,2
2243,0
2269,0
2292,0
2405,0
2445,0
2466,0
2472,0
2476,0
2509,0
2521,0
2565,0
2584,0
2585,0
2590,0
2591,0
2605,0
2620,0
