17,0
29,0
83,0
115,0
126,0
168,0
193,0
221,0
244,0
280,0
390,2
410,2
411,2
499,2
507,2
515,2
566,2
627,2
638,2
644,2
650,2
689,0
735,2
808,0
823,0
825,0
826,2
843,2
847,0
849,0
884,0
899,2
930,2
942,0
987,0
1005,0
1028,0
1174,2
1203,2
1208,2
1211,2
1238,2
1242,2
1247,2
1319,2
1325,2
1357,2
1414,2
1423,2
1518,0
1546,0
1583,0
1667,0
1692,2
1721,2
1747,2
1780,2
1795,2
1828,0
1891,2
1912,2
1914,2
1918,2
1923,2
1962,2
2017,2
2038,0
2069,2
2070,2
2078,2
2097,2
2102,2
2121,2
2132,2
2186,2
2216,2
2240,0
2252,2
2268,2
2345,2
2351,2
2366,2
2381,2
2442,2
2451,2
2500,2
2502,2
2510,2
2514,2
2551,2
2571,2
2573,2
2583,2
2588,2
2600,2
2621,2
2648,2
2685,2
2695,2
2698,2
