3,0
94,0
99,0
107,0
108,0
150,2
197,0
228,0
259,2
262,2
313,0
373,0
413,0
429,0
446,0
556,0
559,0
566,0
630,0
663,0
678,0
679,0
692,0
704,0
753,0
774,0
776,0
803,0
807,0
813,0
939,0
975,0
977,0
1017,1
1035,1
1038,1
1039,2
1077,2
1082,0
1091,0
1110,0
1138,0
1243,2
1274,1
1275,2
1286,2
1330,2
1350,1
1361,2
1362,2
1398,2
1434,1
1475,1
1539,1
1567,1
1571,1
1626,1
1648,2
1661,2
1671,2
1710,2
1715,1
1741,2
1756,0
1770,1
1796,0
1812,0
1852,0
1895,0
1900,0
1957,2
1967,2
2007,0
2025,1
2044,1
2074,0
2189,0
2230,0
2317,0
2324,0
2330,0
2364,0
2386,0
2393,0
2395,0
2397,0
2406,0
2452,2
2481,0
2566,0
2574,0
2589,0
2596,0
2603,0
2610,0
2636,0
2648,0
2662,0
2669,0
2686,2
