39,0
144,0
175,0
183,0
188,0
196,0
205,0
266,0
289,0
381,0
427,0
446,0
537,0
549,0
551,0
591,0
632,0
634,0
646,0
723,0
747,0
751,0
773,0
805,0
835,0
861,0
870,0
882,0
890,0
968,0
1012,0
1029,0
1062,0
1077,0
1088,0
1099,0
1114,0
1250,0
1266,0
1277,0
1340,0
1341,0
1353,0
1368,0
1370,0
1382,0
1406,0
1441,0
1453,0
1476,0
1529,0
1550,0
1557,0
1607,0
1656,0
1754,0
1789,0
1815,0
1855,0
1856,0
1897,0
1900,0
1906,0
1913,0
1947,0
1955,0
1976,0
2024,0
2028,0
2032,0
2071,0
2078,0
2092,0
2114,0
2129,0
2143,0
2170,0
2190,0
2197,0
2203,0
2216,0
2237,0
2239,0
2244,0
2247,0
2274,0
2335,2
2352,0
2402,0
2434,0
2462,0
2490,0
2507,0
2548,0
2565,0
2570,0
2615,0
2635,0
2664,0
2687,0
