9,0
12,0
42,0
52,2
135,0
151,0
152,0
200,0
210,0
223,0
234,0
263,0
272,0
291,0
295,0
304,1
321,2
329,2
378,2
386,0
411,0
422,0
461,0
588,0
617,2
646,2
657,2
694,2
702,2
732,2
803,2
810,2
972,0
973,0
991,0
1043,0
1052,0
1053,2
1063,2
1083,2
1089,2
1098,2
1147,2
1151,2
1159,2
1161,2
1174,0
1189,0
1198,0
1220,0
1226,0
1240,0
1336,2
1350,2
1363,2
1371,2
1395,2
1404,0
1438,2
1495,2
1503,2
1510,0
1517,2
1543,2
1563,2
1581,2
1594,2
1595,2
1618,2
1666,0
1770,2
1786,2
1806,0
1812,0
1836,0
1873,0
1875,0
1905,0
1907,0
1974,0
1982,2
2059,0
2070,2
2093,2
2117,2
2119,2
2246,2
2250,2
2252,2
2257,2
2267,2
2291,2
2332,2
2340,2
2451,0
2475,0
2534,2
2543,2
2552,2
2664,2
