4,0
16,0
57,0
88,0
102,0
105,0
129,0
145,0
149,0
211,0
255,0
297,0
319,0
356,0
456,0
495,0
513,0
547,0
549,0
583,0
650,0
653,0
654,0
675,0
678,0
701,0
705,0
728,0
749,0
777,0
785,0
821,0
831,0
841,0
896,0
960,0
963,0
1002,0
1011,0
1068,0
1072,0
1086,0
1162,0
1179,2
1195,0
1217,0
1222,0
1232,0
1294,0
1302,0
1318,0
1321,0
1386,0
1394,0
1403,0
1466,0
1479,0
1525,0
1530,0
1562,0
1601,0
1612,0
1615,0
1631,0
1647,0
1728,0
1739,0
1760,0
1837,0
1891,0
1921,0
1968,0
1972,0
1993,0
2004,0
2021,0
2032,0
2035,0
2049,0
2051,0
2232,0
2279,0
2322,0
2326,0
2327,0
2342,0
2365,0
2387,0
2390,0
2418,0
2419,0
2471,0
2529,0
2531,0
2570,0
2576,0
2612,0
2636,0
2672,0
2682,0
