2,0
6,0
36,0
48,0
83,0
141,0
189,0
226,0
227,0
323,0
344,0
382,0
385,0
393,0
431,0
439,0
456,0
482,0
521,0
575,0
593,2
655,0
656,0
671,0
675,0
702,0
765,0
834,0
862,0
912,0
946,0
966,0
1009,0
1022,0
1025,0
1096,0
1129,0
1150,0
1164,0
1182,0
1230,2
1258,0
1279,0
1291,0
1318,2
1333,0
1340,0
1379,0
1382,0
1386,0
1430,0
1434,0
1475,0
1490,0
1499,0
1523,0
1527,0
1537,0
1542,0
1585,0
1587,0
1643,0
1698,0
1700,0
1706,0
1728,0
1800,0
1836,0
1842,0
1844,0
1851,0
1945,0
1961,2
1994,0
2114,2
2145,0
2161,0
2190,0
2196,0
2238,0
2248,0
2252,0
2294,2
2329,0
2358,0
2390,0
2441,0
2444,0
2459,0
2491,0
2499,0
2515,0
2567,0
2570,0
2634,0
2650,2
2651,2
2664,2
2666,2
2679,2
